0.0,1249.3600000046
0.5,1249.3623075
1.01,1249.36466115
1.5,1249.3669225
2.1,1249.3696915
2.2,1249.370153
2.4,1249.371076
2.5658043874,1249.4032206321
2.9840607109,1249.4033288765
3.8205733581,1249.4035453653
4.5176672307,1249.4037257726
4.9359235542,1249.403834017
5.7603128297,1249.2800024346
6.029047569,1249.176701205
6.3018234321,1249.1147493323
6.5705581714,1249.0114481027
6.8392929107,1248.908146873
7.110048212,1248.8255203218
7.5182017258,1248.7222551736
8.0657740141,1248.6190261069
8.8921838515,1248.5158692031
10.555106336,1248.412928788
10.9733626596,1248.4130370324
12.2321727542,1248.4547111226
12.6504290777,1248.454819367
15.442845692,1248.4968903533
16.1358984407,1248.4557214036
17.2532691989,1248.4766847338
17.8139751399,1248.5078410774
20.8791676174,1248.4879601911
21.4378529964,1248.4984418562
22.8340613036,1248.5194773494
26.182132454,1248.541017983
26.7398075521,1248.5411623089
27.8511166244,1248.5001016036
28.4087917225,1248.5002459294
29.9545216139,1248.6246908966
30.2414414107,1248.7074617736
30.5283612076,1248.7902326506
30.8152810044,1248.8730035276
31.1042213632,1248.9764490832
31.3911411601,1249.0592199602
31.8215208553,1249.1833762757
32.3913193251,1249.3075686727
32.957076671,1249.3904117126
33.518792893,1249.4319053955
34.3613672259,1249.4941459198
34.7836646734,1249.5356035212
35.4888407938,1249.6184826426
36.0545981397,1249.7013256826
36.6142937997,1249.722144687
37.1820717075,1249.8256624054
37.7437879295,1249.8671560883
38.3034835896,1249.8879750927
38.8591381257,1249.86744474
39.6956507728,1249.8676612288
40.249284747,1249.8264561976
40.8019084402,1249.7749138272
41.3545321334,1249.7233714567
42.1849830947,1249.6615639099
45.2441138864,1249.579658988
46.3635052064,1249.6212969968
46.78176153,1249.6214052412
50.546068442,1249.6223794407
51.6614186382,1249.6226680924
52.2190937363,1249.6228124183
55.2863067758,1249.6236062104
55.8439818738,1249.6237505363
56.95933207,1249.624039188
57.3775883936,1249.6241474324
58.5091030853,1249.7898335123
59.2102380818,1249.8313632766
59.6284944054,1249.831471521
60.8893250619,1249.8938202897
61.3136430713,1249.9559525697
62.1622790902,1250.0802171296
63.1604366933,1250.3078911635
63.5887958266,1250.4113728005
64.0171549599,1250.5148544375
64.5869534297,1250.6390468345
65.1567518994,1250.7632392315
65.5851110327,1250.8667208685
65.8700102676,1250.9288170669
66.1569300645,1251.011587944
66.4438498613,1251.094358821
66.7287490962,1251.1564550194
67.298547566,1251.2806474164
67.5854673628,1251.3634182934
67.8723871597,1251.4461891704
68.1593069565,1251.5289600474
68.4462267534,1251.6117309244
68.7351671121,1251.71517648
69.022086909,1251.797947357
69.3110272678,1251.9013929125
69.5959265027,1251.963489111
69.8828462995,1252.046259988
70.1677455344,1252.1083561865
70.5961046677,1252.2118378235
71.024463801,1252.3153194605
71.3134041598,1252.418765016
71.6003239566,1252.501535893
71.8872437535,1252.58430677
72.1721429884,1252.6464029685
72.6005021217,1252.7498846055
73.1703005915,1252.8740770024
73.5986597248,1252.9775586394
73.8835589597,1253.0396548379
74.3078769691,1253.1017871179
74.8645417862,1253.0915941045
75.4131243555,1252.998702377
75.9667583297,1252.9574973458
76.393096901,1253.0403043043
76.6880989457,1253.2057738953
76.6820372598,1253.1437498598
76.9790598664,1253.3298941294
77.278103035,1253.5367130775
77.2720413491,1253.474689042
77.5731050796,1253.7021826686
77.5670433937,1253.640158633
77.8721482481,1253.9090016167
77.8660865623,1253.8469775812
78.1711914167,1254.1158205648
78.1651297308,1254.0537965293
78.4742757091,1254.36398887
